avg_sent_len,vocab_richness,burstiness,readability,avg_word_len,punct_ratio,stopword_ratio,label
15.666666666666666,0.4734042553191489,0.505888038634863,82.85337730870715,4.172872340425532,0.015771315911399054,0.523936170212766,0.0
20.75,0.43169398907103823,0.25722255460870835,63.90312295081968,4.494535519125683,0.019617001392051844,0.5191256830601093,0.0
27.571428571428573,0.5842696629213483,0.521234233528677,50.79803370786519,4.735955056179775,0.01245210726776618,0.4887640449438202,0.0
19.666666666666668,0.47342995169082125,0.21203381978127703,60.28365126382309,4.7101449275362315,0.01609010457273523,0.5120772946859904,0.0
25.785714285714285,0.5602409638554217,0.3791777189712542,48.730060240963894,4.635542168674699,0.014652014644347454,0.48493975903614456,0.0
17.29032258064516,0.39918533604887985,0.37717031462114603,66.06133359559405,4.767820773930754,0.01489435399553365,0.45621181262729127,0.0
22.103448275862068,0.40484429065743943,0.31843619956336877,61.48045454545455,4.5121107266435985,0.01333719918430351,0.5311418685121108,0.0
19.307692307692307,0.4021276595744681,0.3425831348734737,76.14685706084963,4.127659574468085,0.01261187957176083,0.5382978723404256,0.0
19.696969696969695,0.3979591836734694,0.38634072583936535,56.43901515151515,4.739795918367347,0.013094221459409559,0.5,0.0
16.791666666666668,0.49709302325581395,0.33993223914911347,66.49037878787883,4.566860465116279,0.017089843741655352,0.48546511627906974,0.0
20.545454545454547,0.569377990430622,0.41475071097940747,59.638038277511995,4.617224880382775,0.010779436143632307,0.44976076555023925,0.0
19.63157894736842,0.41369047619047616,0.4838677666400421,70.7980263157895,4.190476190476191,0.014285714277864991,0.5535714285714286,0.0
18.8,0.53125,0.3875806830718101,67.64700129701689,4.3359375,0.014015416948832923,0.53515625,0.0
15.078947368421053,0.3761996161228407,0.36399462411357125,64.9018241758242,4.474088291746641,0.01711742553333878,0.4971209213051823,0.0
34.357142857142854,0.4,0.7311853350242241,49.12366704805494,4.712643678160919,0.014751552789304522,0.5126436781609195,0.0
22.346153846153847,0.39204545454545453,0.29369541146909733,66.00450838635051,4.4981060606060606,0.013324450361983861,0.5265151515151515,0.0
18.666666666666668,0.45365853658536587,0.3923494886727029,72.29346544715449,4.217073170731707,0.012178619750934318,0.5,0.0
24.333333333333332,0.5111940298507462,0.6187930419189289,66.4244933295487,4.32089552238806,0.013559322024705544,0.5485074626865671,0.0
28.0,0.5171102661596958,0.27246043488013666,54.26034269662924,4.422053231939164,0.00824742267474404,0.5019011406844106,0.0
17.875,0.4774774774774775,0.734820484119512,40.73465642458103,5.222222222222222,0.019734192501113898,0.36936936936936937,0.0
23.523809523809526,0.3959731543624161,0.35216853157708256,70.0928559249787,4.492170022371365,0.012910798117014555,0.4809843400447427,0.0
20.761904761904763,0.5398457583547558,0.5294837653325052,40.93406645569624,5.285347043701799,0.01418998816941664,0.3676092544987147,0.0
27.333333333333332,0.511520737327189,0.5182567947192825,52.60590909090911,4.788018433179723,0.015395381374810788,0.4608294930875576,0.0
18.083333333333332,0.505,0.31237984134456775,88.03573876618434,3.935,0.012757605483064175,0.63,0.0
21.96,0.41699604743083,0.3975031463273055,56.27314657783165,4.703557312252965,0.011585567688981937,0.4743083003952569,0.0
26.63157894736842,0.4605543710021322,0.4696576834285709,56.05798101265826,4.680170575692964,0.010211524430995067,0.5010660980810234,0.0
23.866666666666667,0.5362776025236593,0.5762996761199233,67.07278037383179,4.242902208201893,0.015393386536263747,0.5236593059936908,0.0
20.09090909090909,0.5297029702970297,0.42945918288500623,65.38668928086841,4.623762376237623,0.016435986144951568,0.47029702970297027,0.0
23.6,0.3886178861788618,0.36689465819297273,66.8068349540789,4.461788617886179,0.01658564483369012,0.4959349593495935,0.0
